unit_number,time_cycles,condition_id,PC1,PC2
31.0,68.0,1.0,-4.706179,1.3118606
31.0,69.0,1.0,-6.1098385,0.5856268
31.0,70.0,1.0,-5.989931,1.7969649
31.0,71.0,1.0,-5.816704,1.5493175
31.0,72.0,1.0,-5.205392,0.9509193
31.0,73.0,1.0,-5.1980343,1.916083
31.0,74.0,1.0,-4.8206367,1.7156305
31.0,75.0,1.0,-4.4445376,-0.2051855
31.0,76.0,1.0,-4.455223,0.8200033
31.0,77.0,1.0,-4.807792,0.49149948
31.0,78.0,1.0,-4.22719,1.2973877
31.0,79.0,1.0,-5.6836114,1.343263
31.0,80.0,1.0,-4.186516,0.9585897
31.0,81.0,1.0,-4.563212,0.9179362
31.0,82.0,1.0,-4.01399,0.6543571
31.0,83.0,1.0,-3.9562392,0.8510566
31.0,84.0,1.0,-4.589909,1.2422026
31.0,85.0,1.0,-5.8992395,2.1790645
31.0,86.0,1.0,-4.641325,1.4109133
31.0,87.0,1.0,-4.6668086,0.809759
31.0,88.0,1.0,-4.464755,1.0354838
31.0,89.0,1.0,-4.9951572,1.1987368
31.0,90.0,1.0,-5.075853,0.7891921
31.0,91.0,1.0,-3.720726,1.0385475
31.0,92.0,1.0,-4.4037337,0.36234593
31.0,93.0,1.0,-5.7609186,0.27590415
31.0,94.0,1.0,-3.4325352,0.85260916
31.0,95.0,1.0,-4.770393,1.1572446
31.0,96.0,1.0,-4.128773,-0.04317549
31.0,97.0,1.0,-4.480529,0.8108138
31.0,98.0,1.0,-5.4518414,0.9614234
31.0,99.0,1.0,-4.389284,2.020025
31.0,100.0,1.0,-4.777978,0.74576616
31.0,101.0,1.0,-4.4154444,0.034669846
31.0,102.0,1.0,-3.6079464,0.637609
31.0,103.0,1.0,-4.2829165,1.0859866
31.0,104.0,1.0,-5.4573746,1.5133858
31.0,105.0,1.0,-4.394239,1.0989766
31.0,106.0,1.0,-4.657923,1.1670996
31.0,107.0,1.0,-4.500278,1.2926505
31.0,108.0,1.0,-5.2109756,0.39431697
31.0,109.0,1.0,-4.865734,0.6876774
31.0,110.0,1.0,-4.5378094,1.1479214
31.0,111.0,1.0,-2.4029794,0.043154776
31.0,112.0,1.0,-4.6505046,0.95094645
31.0,113.0,1.0,-5.227111,0.6720601
31.0,114.0,1.0,-5.426788,1.4257036
31.0,115.0,1.0,-3.2385387,0.64125305
31.0,116.0,1.0,-3.6274202,0.7441592
31.0,117.0,1.0,-3.6231856,0.57714313
31.0,118.0,1.0,-4.0371876,0.65941507
31.0,119.0,1.0,-3.784999,-0.48461112
31.0,120.0,1.0,-3.9244854,0.6975493
31.0,121.0,1.0,-4.7098064,0.77324426
31.0,122.0,1.0,-4.1682043,-0.2768631
31.0,123.0,1.0,-4.048506,1.044949
31.0,124.0,1.0,-3.934456,0.5860653
31.0,125.0,1.0,-3.577479,-0.24352029
31.0,126.0,1.0,-4.218274,0.13370964
31.0,127.0,1.0,-2.4434586,0.101974115
31.0,128.0,1.0,-3.8981133,0.61215186
31.0,129.0,1.0,-3.8406944,1.3748549
31.0,130.0,1.0,-3.6753058,0.15579669
31.0,131.0,1.0,-3.5495546,-0.010816455
31.0,132.0,1.0,-3.9248958,0.37334076
31.0,133.0,1.0,-3.4471977,0.78721035
31.0,134.0,1.0,-2.6955974,-0.98716676
31.0,135.0,1.0,-3.3481648,0.46830034
31.0,136.0,1.0,-2.4986203,-0.07334274
31.0,137.0,1.0,-3.1550436,-0.07848784
31.0,138.0,1.0,-2.2849607,0.3836434
31.0,139.0,1.0,-2.4780679,-0.8248364
31.0,140.0,1.0,-2.5310924,-0.94738925
31.0,141.0,1.0,-3.142277,-0.0127379
31.0,142.0,1.0,-3.4496217,0.25845617
31.0,143.0,1.0,-2.606503,0.8872527
31.0,144.0,1.0,-3.6475723,0.215772
31.0,145.0,1.0,-1.8984683,0.04342696
31.0,146.0,1.0,-2.9896734,0.31391495
31.0,147.0,1.0,-1.3773739,0.057717517
31.0,148.0,1.0,-2.030004,-0.41213867
31.0,149.0,1.0,-3.2577212,0.095220715
31.0,150.0,1.0,-3.1661701,0.26861227
31.0,151.0,1.0,-1.8340586,-0.58129346
31.0,152.0,1.0,-2.408501,-0.20382419
31.0,153.0,1.0,-2.1917555,-0.89557815
31.0,154.0,1.0,-2.0857387,0.024718627
31.0,155.0,1.0,-1.6806083,-0.81514513
31.0,156.0,1.0,-2.1027875,-0.91189206
31.0,157.0,1.0,-1.4591318,-0.5003358
31.0,158.0,1.0,-1.3143314,-1.2635145
31.0,159.0,1.0,-0.8996241,-1.0729595
31.0,160.0,1.0,-1.5677496,0.229157
31.0,161.0,1.0,-0.7133007,0.12986615
31.0,162.0,1.0,-1.9677761,-0.98025966
31.0,163.0,1.0,-1.8124133,-0.51833034
31.0,164.0,1.0,-3.071765,-0.6659783
31.0,165.0,1.0,-2.2050414,-0.41187033
31.0,166.0,1.0,-2.0467124,-1.6612086
31.0,167.0,1.0,0.26431298,-1.2354326
31.0,168.0,1.0,-1.8014439,-0.1773333
31.0,169.0,1.0,-1.3054761,-0.80375195
31.0,170.0,1.0,-0.6497643,-1.8005586
31.0,171.0,1.0,-1.0865006,-1.4470667
31.0,172.0,1.0,-0.1793735,-1.5601337
31.0,173.0,1.0,-0.8189492,-0.6227175
31.0,174.0,1.0,-0.5984814,-0.5782056
31.0,175.0,1.0,0.4151342,-1.0776436
31.0,176.0,1.0,0.45035052,-2.0303497
31.0,177.0,1.0,-0.2073493,-1.4595972
31.0,178.0,1.0,-0.67833257,-1.3936139
31.0,179.0,1.0,1.0367172,-2.0116863
31.0,180.0,1.0,-1.2207786,-1.229172
31.0,181.0,1.0,0.07384014,-2.5027964
31.0,182.0,1.0,0.38769078,-1.6283269
31.0,183.0,1.0,-1.0281615,-1.4297967
31.0,184.0,1.0,0.41095042,-2.2990413
31.0,185.0,1.0,1.2788126,-1.8737235
31.0,186.0,1.0,0.82711744,-1.4454833
31.0,187.0,1.0,0.24169707,-2.3806622
31.0,188.0,1.0,1.4326775,-2.800758
31.0,189.0,1.0,0.89711976,-3.1507206
31.0,190.0,1.0,1.4288218,-2.6834898
31.0,191.0,1.0,0.8656535,-3.2539377
31.0,192.0,1.0,0.07020283,-1.9651313
31.0,193.0,1.0,0.6647458,-2.7338243
31.0,194.0,1.0,1.5330956,-2.4969375
31.0,195.0,1.0,1.9980676,-2.6149204
31.0,196.0,1.0,1.4333661,-3.4428062
31.0,197.0,1.0,1.9641106,-4.226723
31.0,198.0,1.0,2.4611585,-3.034951
31.0,199.0,1.0,2.6544755,-2.8518515
31.0,200.0,1.0,3.0653384,-3.5225983
31.0,201.0,1.0,4.022687,-4.017896
31.0,202.0,1.0,2.1685903,-3.789754
31.0,203.0,1.0,3.3096378,-3.9775577
31.0,204.0,1.0,2.2694094,-3.887566
31.0,205.0,1.0,3.6601665,-4.4089904
31.0,206.0,1.0,4.3736086,-4.5664024
31.0,207.0,1.0,3.0459578,-4.1323733
31.0,208.0,1.0,4.046152,-4.4494367
31.0,209.0,1.0,3.2793458,-4.199456
31.0,210.0,1.0,4.0879908,-5.913608
31.0,211.0,1.0,5.049412,-6.1322384
31.0,212.0,1.0,4.3392735,-5.138965
31.0,213.0,1.0,3.9945395,-4.40002
31.0,214.0,1.0,4.6864834,-5.8267536
31.0,215.0,1.0,4.4019423,-5.264052
31.0,216.0,1.0,4.5441456,-4.3089128
31.0,217.0,1.0,4.3223696,-5.37082
31.0,218.0,1.0,5.3083296,-6.087481
31.0,219.0,1.0,5.769903,-5.9881086
31.0,220.0,1.0,5.230809,-5.752787
31.0,221.0,1.0,6.8386326,-6.5889907
31.0,222.0,1.0,5.266961,-5.6121764
31.0,223.0,1.0,6.3045216,-7.050051
31.0,224.0,1.0,7.2230825,-7.095908
31.0,225.0,1.0,5.9087763,-7.224074
31.0,226.0,1.0,6.8258944,-7.4549465
31.0,227.0,1.0,7.4944944,-6.763936
31.0,228.0,1.0,6.253566,-6.646147
31.0,229.0,1.0,9.233609,-7.683343
31.0,230.0,1.0,7.194332,-7.280705
31.0,231.0,1.0,8.857943,-7.343557
31.0,232.0,1.0,8.02799,-7.5625315
31.0,233.0,1.0,7.3289795,-7.645466
31.0,234.0,1.0,8.2535715,-9.065471
32.0,1.0,1.0,-0.2513225,-3.5873582
32.0,2.0,1.0,-1.1760553,-1.6317831
32.0,3.0,1.0,-1.1587868,-1.6945492
32.0,4.0,1.0,-1.6414587,-2.6442416
32.0,5.0,1.0,-0.92379713,-2.4393744
32.0,6.0,1.0,-1.6228095,-2.814071
32.0,7.0,1.0,0.22500181,-2.9237957
32.0,8.0,1.0,-0.072595835,-2.2827046
32.0,9.0,1.0,-0.5927067,-3.6695077
32.0,10.0,1.0,-0.13260221,-2.3295672
32.0,11.0,1.0,-0.6922295,-2.5135584
32.0,12.0,1.0,-0.9899404,-2.074512
32.0,13.0,1.0,-0.37392235,-3.0822375
32.0,14.0,1.0,-0.3972702,-2.559322
32.0,15.0,1.0,-0.08709216,-2.3180208
32.0,16.0,1.0,-1.6326698,-1.6465999
32.0,17.0,1.0,0.11027956,-2.7364335
32.0,18.0,1.0,-0.94535446,-2.4488175
32.0,19.0,1.0,-1.9827778,-2.2702754
32.0,20.0,1.0,-0.13092113,-2.1784732
32.0,21.0,1.0,0.24957752,-2.748574
32.0,22.0,1.0,-1.995255,-2.4443738
32.0,23.0,1.0,-0.5504291,-2.1976144
32.0,24.0,1.0,-0.99255514,-1.8189676
32.0,25.0,1.0,-0.450521,-1.7752299
32.0,26.0,1.0,-0.02691245,-2.4250524
32.0,27.0,1.0,0.3553493,-3.2600765
32.0,28.0,1.0,-1.0445676,-2.6154385
32.0,29.0,1.0,-0.7131777,-2.5227149
32.0,30.0,1.0,-0.6269181,-2.6451046
32.0,31.0,1.0,-1.0165043,-3.0038893
32.0,32.0,1.0,0.039345026,-2.9090016
32.0,33.0,1.0,-1.56398,-1.5840491
32.0,34.0,1.0,-0.22902894,-2.925111
32.0,35.0,1.0,-0.52538633,-2.2639961
32.0,36.0,1.0,-1.5656319,-3.1552057
32.0,37.0,1.0,-0.36112404,-3.0428555
32.0,38.0,1.0,-0.4286611,-2.8933418
32.0,39.0,1.0,-1.2751255,-3.615341
32.0,40.0,1.0,-1.0903473,-2.8691766
32.0,41.0,1.0,-0.5403688,-1.3081132
32.0,42.0,1.0,-0.055700302,-2.5807452
32.0,43.0,1.0,-0.3135662,-1.8900597
32.0,44.0,1.0,-0.050839186,-3.162435
32.0,45.0,1.0,-1.249198,-3.037093
32.0,46.0,1.0,-0.41577983,-1.6230592
32.0,47.0,1.0,-0.77925754,-2.917137
32.0,48.0,1.0,-1.509453,-2.5160828
32.0,49.0,1.0,1.1516869,-2.8138504
32.0,50.0,1.0,-0.8921094,-2.0613542
32.0,51.0,1.0,-1.5281961,-3.0608869
32.0,52.0,1.0,0.43982983,-2.8516986
32.0,53.0,1.0,-0.24004745,-3.3426147
32.0,54.0,1.0,-1.0023952,-2.2589843
32.0,55.0,1.0,-0.80631876,-2.896309
32.0,56.0,1.0,-0.45373726,-3.5582697
32.0,57.0,1.0,-0.58209133,-2.2719
32.0,58.0,1.0,0.31811094,-2.8411095
32.0,59.0,1.0,0.3890462,-2.2952914
32.0,60.0,1.0,-0.42635894,-2.361111
32.0,61.0,1.0,-0.8026254,-2.4550817
32.0,62.0,1.0,0.024047136,-2.6882126
32.0,63.0,1.0,-0.22034717,-2.3286636
32.0,64.0,1.0,0.059701443,-2.6221766
32.0,65.0,1.0,-0.28532004,-3.1716084
32.0,66.0,1.0,0.71575594,-3.603412
32.0,67.0,1.0,-0.26410174,-2.9200273
32.0,68.0,1.0,0.1410327,-2.4625523
32.0,69.0,1.0,-1.1782498,-2.1395047
32.0,70.0,1.0,-1.2872136,-2.431468
32.0,71.0,1.0,-0.50771236,-2.4263005
32.0,72.0,1.0,0.10635209,-2.3144023
32.0,73.0,1.0,0.096687555,-3.6598058
32.0,74.0,1.0,-0.9200425,-2.0586128
32.0,75.0,1.0,0.28660893,-0.9431845
32.0,76.0,1.0,-0.5490041,-2.3486795
32.0,77.0,1.0,-0.37399077,-2.7033594
32.0,78.0,1.0,0.3404131,-1.8341792
32.0,79.0,1.0,-0.03317499,-3.1334362
32.0,80.0,1.0,0.2282145,-2.2708037
32.0,81.0,1.0,0.16282725,-2.3359005
32.0,82.0,1.0,-0.079648495,-2.1344435
32.0,83.0,1.0,0.15211797,-2.1394823
32.0,84.0,1.0,-0.3646264,-2.2188275
32.0,85.0,1.0,1.0079257,-2.3221676
32.0,86.0,1.0,0.5283303,-2.3721015
32.0,87.0,1.0,0.9642985,-2.7878995
32.0,88.0,1.0,1.4602454,-2.033099
32.0,89.0,1.0,-0.03469205,-3.129184
32.0,90.0,1.0,-1.4730912,-1.6601502
32.0,91.0,1.0,1.4901388,-2.1797295
32.0,92.0,1.0,0.14894652,-2.7315047
32.0,93.0,1.0,1.1310952,-1.6999022
32.0,94.0,1.0,0.70678043,-2.711115
32.0,95.0,1.0,1.2998483,-2.6000917
32.0,96.0,1.0,1.464608,-2.1169553
32.0,97.0,1.0,0.9396918,-1.603989
32.0,98.0,1.0,1.2683961,-3.1584206
32.0,99.0,1.0,0.5423925,-2.051138
32.0,100.0,1.0,1.0993593,-3.1090345
32.0,101.0,1.0,0.32707405,-2.8630455
32.0,102.0,1.0,0.6488137,-2.2953227
32.0,103.0,1.0,2.2024472,-2.3159707
32.0,104.0,1.0,1.7609608,-2.256913
32.0,105.0,1.0,2.6263478,-2.544568
32.0,106.0,1.0,0.97398067,-2.0141706
32.0,107.0,1.0,1.8172977,-2.294527
32.0,108.0,1.0,0.19009638,-2.0676982
32.0,109.0,1.0,-0.14663553,-1.8726516
32.0,110.0,1.0,2.2767355,-2.6036723
32.0,111.0,1.0,1.02828,-2.8112462
32.0,112.0,1.0,0.61977816,-2.3877854
32.0,113.0,1.0,1.6144912,-3.0572965
32.0,114.0,1.0,0.8603785,-1.892108
32.0,115.0,1.0,2.1971147,-3.0745654
32.0,116.0,1.0,1.8127272,-2.8148825
32.0,117.0,1.0,1.5843089,-2.1921668
32.0,118.0,1.0,2.5089014,-2.6415632
32.0,119.0,1.0,1.9003017,-2.1921751
32.0,120.0,1.0,2.0645483,-3.2434158
32.0,121.0,1.0,1.6788766,-2.7022464
32.0,122.0,1.0,2.4019954,-2.3021352
32.0,123.0,1.0,3.0564463,-3.1067696
32.0,124.0,1.0,1.9232056,-2.1498947
32.0,125.0,1.0,2.1553295,-2.574888
32.0,126.0,1.0,1.6849606,-1.6373323
32.0,127.0,1.0,1.3794649,-1.9113948
32.0,128.0,1.0,2.399329,-2.634818
32.0,129.0,1.0,2.448336,-2.5738351
32.0,130.0,1.0,1.6241424,-1.421287
32.0,131.0,1.0,2.9156935,-2.55381
32.0,132.0,1.0,3.1466644,-2.0177474
32.0,133.0,1.0,2.8722107,-1.799371
32.0,134.0,1.0,3.3205307,-2.0358624
32.0,135.0,1.0,3.4110553,-2.151483
32.0,136.0,1.0,4.2408476,-2.5580149
32.0,137.0,1.0,2.8014462,-1.9495616
32.0,138.0,1.0,3.405268,-2.7581837
32.0,139.0,1.0,3.6255744,-2.2093048
32.0,140.0,1.0,3.413809,-2.2970188
32.0,141.0,1.0,3.315965,-2.6829782
32.0,142.0,1.0,5.239732,-1.9615364
32.0,143.0,1.0,4.3520756,-1.6496997
32.0,144.0,1.0,2.9423358,-2.2191875
32.0,145.0,1.0,5.0276976,-2.4107072
32.0,146.0,1.0,3.1638734,-2.3483438
32.0,147.0,1.0,3.1824076,-2.0554762
32.0,148.0,1.0,3.997142,-1.556812
32.0,149.0,1.0,4.161707,-1.610465
32.0,150.0,1.0,3.4825327,-2.5247464
32.0,151.0,1.0,4.346816,-1.8964071
32.0,152.0,1.0,4.765645,-1.9887428
32.0,153.0,1.0,5.724782,-2.1529615
32.0,154.0,1.0,4.9974136,-3.2442145
32.0,155.0,1.0,4.040843,-2.5660353
32.0,156.0,1.0,4.6399345,-1.8674514
32.0,157.0,1.0,3.9021714,-1.9985998
32.0,158.0,1.0,6.4697504,-2.8832343
32.0,159.0,1.0,7.207902,-2.5597157
32.0,160.0,1.0,5.6936655,-1.272197
32.0,161.0,1.0,6.8212233,-1.8567202
32.0,162.0,1.0,5.114581,-1.6443512
32.0,163.0,1.0,6.5532303,-3.182738
32.0,164.0,1.0,6.061702,-1.5701206
32.0,165.0,1.0,6.6379404,-2.4491706
32.0,166.0,1.0,7.6295195,-1.8339529
32.0,167.0,1.0,7.9463425,-2.5885968
32.0,168.0,1.0,6.999963,-2.4241662
32.0,169.0,1.0,7.336708,-2.6156404
32.0,170.0,1.0,6.3036366,-1.2305914
32.0,171.0,1.0,6.3851385,-2.035956
32.0,172.0,1.0,8.107639,-2.0850236
32.0,173.0,1.0,9.260096,-2.1937046
32.0,174.0,1.0,8.246163,-2.1823218
32.0,175.0,1.0,7.2996426,-1.3314133
32.0,176.0,1.0,7.5504837,-1.6519303
32.0,177.0,1.0,9.1230135,-1.7507029
32.0,178.0,1.0,9.510237,-2.1333032
32.0,179.0,1.0,9.576773,-2.370079
32.0,180.0,1.0,7.868986,-1.1539336
32.0,181.0,1.0,9.606179,-2.4183984
32.0,182.0,1.0,8.064276,-0.7202493
32.0,183.0,1.0,8.260412,-1.4196218
32.0,184.0,1.0,8.710924,-0.82950854
32.0,185.0,1.0,9.632797,-1.0660824
32.0,186.0,1.0,10.255138,-1.4657109
32.0,187.0,1.0,9.287113,-1.2582806
32.0,188.0,1.0,10.021539,-1.4924304
32.0,189.0,1.0,9.579291,-1.2026596
32.0,190.0,1.0,11.731368,-1.2298154
32.0,191.0,1.0,11.509368,-1.6792789
33.0,1.0,1.0,-5.6664553,1.9846187
33.0,2.0,1.0,-5.6414003,2.2941983
33.0,3.0,1.0,-4.9355345,2.430609
33.0,4.0,1.0,-6.461212,2.5118032
33.0,5.0,1.0,-5.4509077,3.3306997
33.0,6.0,1.0,-7.013414,2.4087563
33.0,7.0,1.0,-5.5076594,2.369458
33.0,8.0,1.0,-6.1874657,2.475049
33.0,9.0,1.0,-5.0725894,3.3851264
33.0,10.0,1.0,-5.9964523,2.471458
33.0,11.0,1.0,-4.6457405,3.2344868
33.0,12.0,1.0,-6.0919566,2.5303905
33.0,13.0,1.0,-6.1545568,1.4496825
33.0,14.0,1.0,-6.6560526,2.7419767
33.0,15.0,1.0,-6.948369,2.7187455
33.0,16.0,1.0,-6.751455,2.9984827
33.0,17.0,1.0,-7.464566,3.1579535
33.0,18.0,1.0,-6.8322845,3.3685875
33.0,19.0,1.0,-5.702667,2.674226
33.0,20.0,1.0,-6.1983857,3.2746654
33.0,21.0,1.0,-6.148579,2.9946892
33.0,22.0,1.0,-5.5662193,1.838928
33.0,23.0,1.0,-5.918637,2.7386873
33.0,24.0,1.0,-6.8675637,2.0964165
33.0,25.0,1.0,-5.4770975,1.8013295
33.0,26.0,1.0,-5.370628,1.8275218
33.0,27.0,1.0,-6.7243433,2.0530536
33.0,28.0,1.0,-6.2521424,2.4021504
33.0,29.0,1.0,-6.0691357,3.5769117
33.0,30.0,1.0,-6.001355,2.4324384
33.0,31.0,1.0,-7.213643,2.5600927
33.0,32.0,1.0,-6.6582947,3.3981602
33.0,33.0,1.0,-6.600991,2.6153672
33.0,34.0,1.0,-5.7349396,3.4181218
33.0,35.0,1.0,-5.5822396,1.6843051
33.0,36.0,1.0,-5.855585,2.6129923
33.0,37.0,1.0,-6.07866,2.282749
33.0,38.0,1.0,-6.1195135,1.8958772
33.0,39.0,1.0,-6.454248,2.970686
33.0,40.0,1.0,-6.243623,2.8392508
33.0,41.0,1.0,-5.8348637,2.9699628
33.0,42.0,1.0,-5.948946,2.164445
33.0,43.0,1.0,-6.342759,3.2637184
33.0,44.0,1.0,-5.166415,3.1865232
33.0,45.0,1.0,-5.543862,3.057437
33.0,46.0,1.0,-5.769876,3.5055919
33.0,47.0,1.0,-6.282296,2.2042332
33.0,48.0,1.0,-5.4784746,2.151615
33.0,49.0,1.0,-5.165757,2.1267173
33.0,50.0,1.0,-5.3450174,2.617056
33.0,51.0,1.0,-5.69312,2.2849848
33.0,52.0,1.0,-5.1611643,1.8626294
33.0,53.0,1.0,-4.8296556,1.6548791
33.0,54.0,1.0,-5.7554736,1.7440901
33.0,55.0,1.0,-5.4967566,2.1508682
33.0,56.0,1.0,-6.163667,2.9439242
33.0,57.0,1.0,-5.9220314,3.2537136
33.0,58.0,1.0,-5.736806,3.051173
33.0,59.0,1.0,-5.580341,2.2226584
33.0,60.0,1.0,-5.0607047,2.7035873
33.0,61.0,1.0,-4.794424,2.5194836
33.0,62.0,1.0,-5.0959277,2.789603
33.0,63.0,1.0,-5.3137894,2.7497745
33.0,64.0,1.0,-4.2401614,2.4432313
33.0,65.0,1.0,-4.970736,1.408096
33.0,66.0,1.0,-4.5206647,1.4297998
33.0,67.0,1.0,-3.5800915,2.577047
33.0,68.0,1.0,-5.825712,3.5381389
33.0,69.0,1.0,-3.6424053,2.6170988
33.0,70.0,1.0,-4.791607,2.752364
33.0,71.0,1.0,-4.9455595,2.775634
33.0,72.0,1.0,-5.9476376,2.1639276
33.0,73.0,1.0,-4.5994673,2.2388601
33.0,74.0,1.0,-5.5351887,2.3276389
33.0,75.0,1.0,-5.5046573,2.2437572
33.0,76.0,1.0,-5.0382595,2.3520818
33.0,77.0,1.0,-5.790628,2.655488
33.0,78.0,1.0,-4.936057,2.7272618
33.0,79.0,1.0,-4.199444,0.90299153
33.0,80.0,1.0,-5.2280188,2.3469446
33.0,81.0,1.0,-5.328333,1.952895
33.0,82.0,1.0,-5.801351,2.3811567
33.0,83.0,1.0,-6.1279764,1.8928089
33.0,84.0,1.0,-5.9979396,2.4836698
33.0,85.0,1.0,-3.1642592,2.6269937
33.0,86.0,1.0,-5.3048525,2.3504117
33.0,87.0,1.0,-5.874692,2.1752715
33.0,88.0,1.0,-4.4017973,2.5900903
33.0,89.0,1.0,-4.7155914,1.9463778
33.0,90.0,1.0,-3.6404302,1.9073768
33.0,91.0,1.0,-2.4768739,0.62941456
33.0,92.0,1.0,-4.81835,2.0943334
33.0,93.0,1.0,-3.821834,1.7490034
33.0,94.0,1.0,-3.6523721,1.6527212
33.0,95.0,1.0,-4.3329005,2.7801673
33.0,96.0,1.0,-4.390621,1.4235878
33.0,97.0,1.0,-5.4899063,1.639764
33.0,98.0,1.0,-4.246648,2.07209
33.0,99.0,1.0,-3.360031,1.9881499
33.0,100.0,1.0,-3.7622306,1.0833538
33.0,101.0,1.0,-2.4305444,1.3077102
33.0,102.0,1.0,-5.1520147,2.730545
33.0,103.0,1.0,-6.2781224,1.2773683
33.0,104.0,1.0,-2.4167478,1.021537
33.0,105.0,1.0,-4.525923,1.3175526
33.0,106.0,1.0,-4.5570593,1.8530623
33.0,107.0,1.0,-3.3674345,1.2581614
33.0,108.0,1.0,-4.689655,1.4769064
33.0,109.0,1.0,-4.421808,1.3079209
33.0,110.0,1.0,-3.3135693,1.5095401
33.0,111.0,1.0,-3.2495215,0.9968921
33.0,112.0,1.0,-3.4888506,1.8930775
33.0,113.0,1.0,-4.969658,2.3768294
33.0,114.0,1.0,-3.254474,1.300139
33.0,115.0,1.0,-2.885285,0.23840618
33.0,116.0,1.0,-2.631144,1.6559799
33.0,117.0,1.0,-3.3422728,1.5025787
33.0,118.0,1.0,-3.1787925,1.9376123
33.0,119.0,1.0,-1.8614798,-0.15289313
33.0,120.0,1.0,-3.065206,1.1109419
33.0,121.0,1.0,-3.7724986,1.5889252
33.0,122.0,1.0,-2.5336483,1.0999914
33.0,123.0,1.0,-2.1914241,-0.6139076
33.0,124.0,1.0,-2.4833796,1.2036632
33.0,125.0,1.0,-2.9266791,1.5352029
33.0,126.0,1.0,-4.09503,1.0987566
33.0,127.0,1.0,-2.3793817,-0.0065995753
33.0,128.0,1.0,-2.9687803,1.1682954
33.0,129.0,1.0,-2.229822,0.99557006
33.0,130.0,1.0,-3.1342878,1.5494157
33.0,131.0,1.0,-2.3702908,0.57795525
33.0,132.0,1.0,-3.2467222,-0.7326231
33.0,133.0,1.0,-1.0586872,0.34247518
33.0,134.0,1.0,-2.129433,-0.65636253
33.0,135.0,1.0,-1.287986,0.29682672
33.0,136.0,1.0,-2.097124,1.3246368
33.0,137.0,1.0,-2.6178591,0.8155025
33.0,138.0,1.0,-1.9320917,0.9086695
33.0,139.0,1.0,-1.9452275,1.122508
33.0,140.0,1.0,-0.58997965,0.1686337
33.0,141.0,1.0,-1.5540173,0.19037347
33.0,142.0,1.0,-2.1348124,-0.07029298
33.0,143.0,1.0,-1.4173416,0.47165585
33.0,144.0,1.0,0.0019524097,-0.74885666
33.0,145.0,1.0,-0.6411741,-0.7843795
33.0,146.0,1.0,-1.4265671,-0.32147428
33.0,147.0,1.0,0.12927318,-0.050524235
33.0,148.0,1.0,0.07441211,-0.89462197
33.0,149.0,1.0,0.26032877,-1.0099535
33.0,150.0,1.0,-0.2614298,-0.3750871
33.0,151.0,1.0,-0.7494018,-1.036167
33.0,152.0,1.0,0.07479596,-1.1020591
33.0,153.0,1.0,-1.0528388,-0.48672524
33.0,154.0,1.0,-0.34052515,-0.6423503
33.0,155.0,1.0,1.2741578,-1.5880134
33.0,156.0,1.0,0.012867689,-0.12132937
33.0,157.0,1.0,-0.63510036,-0.3096989
33.0,158.0,1.0,1.5295656,-0.5155448
33.0,159.0,1.0,0.866971,-1.14012
33.0,160.0,1.0,0.39076972,-2.3553195
33.0,161.0,1.0,-0.58100414,-0.6542479
33.0,162.0,1.0,0.8309765,-2.5811195
33.0,163.0,1.0,0.87894344,-1.5504962
33.0,164.0,1.0,1.0434802,-1.5693468
33.0,165.0,1.0,2.9040272,-2.0567532
33.0,166.0,1.0,1.9165637,-1.5884775
33.0,167.0,1.0,3.2941568,-2.400538
33.0,168.0,1.0,1.1693742,-2.1632674
33.0,169.0,1.0,1.743406,-2.895676
33.0,170.0,1.0,2.1908262,-2.1537268
33.0,171.0,1.0,2.7478745,-2.4531002
33.0,172.0,1.0,1.9474452,-2.8827899
33.0,173.0,1.0,1.3588254,-2.8013515
33.0,174.0,1.0,3.1233857,-2.9055512
33.0,175.0,1.0,2.392773,-3.1294835
33.0,176.0,1.0,2.8197582,-2.7631705
33.0,177.0,1.0,3.6620972,-3.285508
33.0,178.0,1.0,2.8634222,-3.4230793
33.0,179.0,1.0,3.5245578,-3.3710065
33.0,180.0,1.0,2.5468423,-3.1446047
33.0,181.0,1.0,4.8576803,-3.3902981
33.0,182.0,1.0,3.2582924,-3.1815784
33.0,183.0,1.0,5.3400373,-3.9191432
33.0,184.0,1.0,4.024497,-3.874391
33.0,185.0,1.0,4.174633,-3.6155
33.0,186.0,1.0,4.9800453,-3.3707237
33.0,187.0,1.0,6.0367546,-4.32745
33.0,188.0,1.0,5.633011,-3.9862347
33.0,189.0,1.0,5.221588,-5.511806
33.0,190.0,1.0,7.140362,-5.223519
33.0,191.0,1.0,5.724907,-4.5756364
33.0,192.0,1.0,6.093582,-5.3462586
33.0,193.0,1.0,6.3595953,-5.1169353
33.0,194.0,1.0,7.1355085,-6.031064
33.0,195.0,1.0,7.170809,-6.041201
33.0,196.0,1.0,8.52168,-6.3951216
33.0,197.0,1.0,8.762453,-6.5634575
33.0,198.0,1.0,8.935013,-7.2324333
33.0,199.0,1.0,9.496044,-6.914449
33.0,200.0,1.0,9.600194,-7.375443
34.0,1.0,1.0,-1.5978835,0.068853244
34.0,2.0,1.0,-2.1392088,0.8000529
34.0,3.0,1.0,-2.674652,0.19149584
34.0,4.0,1.0,-2.1558506,-0.5251442
34.0,5.0,1.0,-2.8068416,-0.7303803
34.0,6.0,1.0,-2.7100878,0.45455897
