T24,T30,T50,P15,P30,Nf,Nc,Ps30,phi,NRf,NRc,BPR,htBleed,W31,W32,unit_number,time_cycles,RUL_raw,RUL_capped
4.359519,1.110235,3.410119,0.202722,-5.097376,2.427668,1.92934,3.60886,-3.680382,2.97415,0.876351,3.332682,2.347725,-2.651677,-2.439911,20.0,228.0,6.0,6.0
2.514826,2.25888,4.420494,0.202722,-4.49615,3.171378,2.477184,4.881471,-3.760883,2.97415,1.339138,2.933166,2.347725,-4.194929,-3.715258,20.0,229.0,5.0,5.0
3.129723,3.967892,4.793451,0.202722,-2.789968,3.357305,1.797716,4.592241,-3.539505,3.342306,0.712867,2.628773,3.226204,-2.497351,-2.954906,20.0,230.0,4.0,4.0
3.985233,3.469788,4.500171,0.202722,-4.99988,2.98545,2.152272,6.03839,-4.304265,2.97415,1.014684,2.297746,4.104683,-1.417075,-4.674963,20.0,231.0,3.0,3.0
3.878294,4.472437,4.900253,0.202722,-4.187412,3.915088,2.177174,4.650087,-5.230028,4.262693,0.138156,3.933858,4.104683,-4.580743,-2.662266,20.0,232.0,2.0,2.0
4.092172,3.158473,5.773311,0.202722,-3.651184,3.72916,2.351488,4.997163,-3.841384,3.158228,0.695261,3.279413,3.226204,-3.577628,-4.805309,20.0,233.0,1.0,1.0
3.905029,2.413464,4.705298,0.202722,-3.537438,4.472871,1.580713,4.534395,-4.324391,3.526383,0.614776,4.706255,4.104683,-2.728839,-4.574008,20.0,234.0,0.0,0.0
-0.425989,-0.925122,1.269006,0.202722,-0.563807,0.196538,-1.175105,0.427332,-0.238961,0.02891,-1.248946,-0.057495,2.347725,-0.182472,0.013662,21.0,1.0,194.0,125.0
-0.345785,-1.086147,0.231507,0.202722,-1.132534,-0.547173,-1.594882,-0.671742,-0.983596,-0.155168,-2.296503,-1.1457,-0.287712,-0.876936,-1.588828,21.0,2.0,193.0,125.0
0.188908,0.545573,0.96725,0.202722,-1.148784,0.940248,-1.067197,0.369486,-1.245225,1.133375,-1.700414,0.981246,-0.287712,-1.802888,-0.092404,21.0,3.0,192.0,125.0
0.269112,-0.001912,1.063879,0.202722,-1.00254,-0.175317,-0.611847,-0.093282,-0.138335,0.397065,-1.534414,-1.077211,0.590767,0.589154,0.812351,21.0,4.0,191.0,125.0
-0.506193,2.00124,-0.290633,0.202722,-1.441272,-0.361245,-1.167991,1.179329,-0.11821,0.76522,-0.942098,2.392869,0.590767,-0.336798,-1.158175,21.0,5.0,190.0,125.0
-0.078438,1.065148,-0.361834,0.202722,0.053668,0.01061,-1.062454,0.543024,-0.359713,-1.44371,-0.969765,-0.194472,-1.166191,0.203341,1.802726,21.0,6.0,189.0,125.0
0.135439,1.417256,-0.916184,0.202722,-1.148784,0.382465,-1.348233,-0.26682,-0.762218,0.76522,-0.476796,1.0231,-0.287712,0.126178,-0.00934,21.0,7.0,188.0,125.0
0.108704,-0.326109,0.784161,0.202722,-0.710051,1.869885,-0.761258,0.195948,0.163544,0.02891,-1.155885,0.463778,-0.287712,-0.10531,0.413646,21.0,8.0,187.0,125.0
-1.308234,0.680834,-0.093983,0.202722,-1.49002,0.75432,-0.897626,0.080256,0.324546,0.76522,-1.389794,1.106808,-1.166191,0.820642,-1.254017,21.0,9.0,186.0,125.0
-0.399255,-0.961621,0.241678,0.202722,-2.188742,0.196538,-1.439541,-0.151128,-0.842719,0.581143,-1.228824,0.342021,-0.287712,-0.876936,-0.726243,21.0,10.0,185.0,125.0
0.295847,-0.319668,0.056895,0.202722,0.736141,1.126175,-1.754966,0.138102,0.586175,1.133375,-1.294218,0.912758,-0.287712,-0.876936,0.72801,21.0,11.0,184.0,125.0
-1.014152,0.78389,-0.787345,0.202722,-0.596306,0.196538,-2.336012,0.890099,0.26417,0.212988,-0.744659,0.532267,-0.287712,0.666317,0.214293,21.0,12.0,183.0,125.0
0.242378,0.019558,0.365432,0.202722,-1.116285,-0.361245,-1.572351,0.890099,0.324546,1.317453,-1.243915,1.346518,-0.287712,-0.259635,0.476263,21.0,13.0,182.0,125.0
0.964214,0.408165,0.860448,0.202722,-0.385064,0.940248,-2.146282,0.369486,0.787427,0.397065,-1.528127,0.15558,-1.166191,0.049015,0.315247,21.0,14.0,181.0,125.0
0.616663,0.025999,-0.49576,0.202722,-0.74255,0.75432,-1.283014,1.005791,-0.641467,1.133375,-1.050249,1.076369,0.590767,-0.259635,0.213015,21.0,15.0,180.0,125.0
0.349317,0.955651,-0.019392,0.202722,-0.401314,-0.361245,-1.699233,0.774407,-0.802469,0.949298,-1.749459,1.532959,1.469246,0.280503,0.236017,21.0,16.0,179.0,125.0
0.055235,-1.152704,-0.192308,0.202722,0.882385,0.196538,-1.068383,0.832253,-1.084223,0.76522,-1.431294,-1.214188,-0.287712,-1.031261,0.113339,21.0,17.0,178.0,125.0
1.151357,0.373813,0.25524,0.202722,0.00492,1.312103,-1.632827,0.774407,-0.903095,0.212988,-1.308051,-0.517889,-0.287712,-0.028147,0.034109,21.0,18.0,177.0,125.0
-1.201295,0.122614,0.395947,0.202722,0.346157,0.75432,-1.823743,-0.324666,0.042792,0.76522,-2.013549,-0.057495,0.590767,0.434829,0.022607,21.0,19.0,176.0,125.0
-0.666601,-0.317521,0.546825,0.202722,0.102416,1.683958,-1.560493,-0.613896,0.827678,0.581143,-1.50046,1.23998,-0.287712,-0.722611,0.662837,21.0,20.0,175.0,125.0
2.113805,-0.388372,-0.17366,0.202722,-0.693802,1.126175,-0.834778,0.253794,-0.379838,0.212988,-1.251461,0.410509,0.590767,-0.259635,-0.181857,21.0,21.0,174.0,125.0
-0.800275,0.29008,-0.090593,0.202722,0.00492,1.312103,-2.037188,-1.192355,-0.037709,0.02891,-1.145825,0.227874,-2.04467,-0.41396,0.27691,21.0,22.0,173.0,125.0
0.108704,1.0995,1.285958,0.202722,-0.320067,0.568393,-1.413453,0.253794,-0.963471,0.76522,-1.450157,-0.186862,-0.287712,-0.182472,-0.965211,21.0,23.0,172.0,125.0
-0.345785,0.146231,0.997764,0.202722,-0.905043,1.869885,-1.752594,0.195948,-0.279212,1.133375,-1.064082,0.406704,0.590767,-1.802888,0.051999,21.0,24.0,171.0,125.0
1.178092,-0.93371,1.291044,0.202722,0.086167,1.126175,-1.720577,1.642097,-0.742093,0.581143,-1.539445,0.718707,0.590767,-0.182472,-1.803515,21.0,25.0,170.0,125.0
0.643398,-1.302994,0.389166,0.202722,-0.466311,0.01061,-0.907113,1.295021,-0.560966,1.133375,-1.515551,-0.403742,0.590767,-1.5714,-0.388877,21.0,26.0,169.0,125.0
-0.292316,0.135496,-0.348272,0.202722,-1.620015,-0.361245,-0.898812,-0.151128,0.465423,1.133375,-1.345779,0.083287,0.590767,0.357666,0.597664,21.0,27.0,168.0,125.0
0.135439,-0.779126,0.907915,0.202722,-0.856295,1.312103,-0.85968,-0.26682,0.183669,0.76522,-1.622444,-1.244628,0.590767,0.280503,-0.045121,21.0,28.0,167.0,125.0
0.88401,-0.373343,0.141658,0.202722,-0.450062,0.568393,-1.226095,-0.035436,-0.621341,0.02891,-1.772096,-0.320034,-0.287712,-0.568286,-1.469983,21.0,29.0,166.0,125.0
1.178092,-0.197289,0.51631,0.202722,0.541149,0.940248,-1.649429,-0.26682,0.022667,0.212988,-0.872932,0.334411,-0.287712,-0.491123,-0.783749,21.0,30.0,165.0,125.0
0.643398,0.601395,-0.14145,0.202722,-0.74255,0.75432,-0.45532,0.774407,-0.359713,1.133375,-1.098037,0.802415,0.590767,-1.185587,0.754846,21.0,31.0,164.0,125.0
-0.212112,0.586366,0.974031,0.202722,0.459902,1.126175,-2.256563,-0.151128,0.163544,1.133375,-2.514063,-1.035357,-0.287712,0.049015,-1.646333,21.0,32.0,163.0,125.0
-0.853744,-1.165586,0.865534,0.202722,0.232411,0.568393,-0.656907,-0.093282,-0.621341,0.581143,-1.363385,-1.769705,0.590767,-2.265864,-0.098793,21.0,33.0,162.0,125.0
-0.319051,2.134354,-0.395739,0.202722,-0.953792,0.382465,-0.736356,0.543024,-0.943346,1.133375,-1.432551,1.072564,0.590767,0.357666,-0.452772,21.0,34.0,161.0,125.0
0.88401,0.760273,-0.348272,0.202722,-0.921293,0.568393,-0.972332,0.60087,-0.077959,1.317453,-1.55202,0.83666,0.590767,-0.336798,-0.55756,21.0,35.0,160.0,125.0
0.349317,-0.910093,-0.348272,0.202722,-1.360025,0.196538,-1.044667,0.485178,-1.808732,1.133375,-0.919462,0.433339,1.469246,0.280503,-1.798404,21.0,36.0,159.0,125.0
2.167275,1.728571,0.350175,0.202722,-1.571267,0.568393,-1.931651,0.31164,-0.983596,-0.339245,-0.703159,0.730122,0.590767,-0.568286,-1.043163,21.0,37.0,158.0,125.0
-0.960683,-1.000267,-0.426254,0.202722,-0.74255,1.126175,-1.637571,0.31164,0.646551,0.397065,-1.378475,0.010994,0.590767,-0.491123,-0.443827,21.0,38.0,157.0,125.0
0.295847,-0.107115,0.311184,0.202722,0.979881,0.75432,-0.594059,0.543024,-0.50059,1.50153,-1.692869,0.695878,0.590767,-1.108424,-0.056623,21.0,39.0,156.0,125.0
0.670133,-0.186554,-0.763611,0.202722,-0.49881,0.382465,-0.167168,0.832253,-0.218836,1.50153,-1.276612,0.220264,0.590767,-2.343026,0.506933,21.0,40.0,155.0,125.0
-0.800275,0.223523,-0.27029,0.202722,-0.255069,0.568393,-1.032808,0.774407,-0.017583,-0.155168,-0.865386,0.756756,-0.287712,0.666317,0.077557,21.0,41.0,154.0,125.0
0.349317,2.104296,-0.416083,0.202722,-0.840046,1.126175,-1.392108,0.31164,-0.641467,1.50153,-0.828916,-0.072714,-0.287712,-0.876936,1.208501,21.0,42.0,153.0,125.0
0.857275,-0.639571,0.468843,0.202722,-0.807547,0.568393,-0.362827,0.427332,-1.245225,-0.339245,-0.576144,-0.228716,0.590767,0.743479,0.126118,21.0,43.0,152.0,125.0
0.162174,1.707101,1.509733,0.202722,0.313658,0.382465,-1.179849,-0.093282,-0.661592,0.581143,-1.384763,1.502519,-0.287712,-0.645448,0.062222,21.0,44.0,151.0,125.0
0.08197,1.015767,0.212859,0.202722,-0.287568,0.382465,-0.932015,1.179329,-0.701842,0.581143,-0.820113,-0.293399,0.590767,-2.034376,-0.519223,21.0,45.0,150.0,125.0
-1.067622,0.665805,0.824848,0.202722,-0.823797,0.196538,-1.433612,-0.382512,-0.621341,1.133375,-1.108097,0.768171,-0.287712,0.280503,-0.034898,21.0,46.0,149.0,125.0
0.402786,-1.079706,-0.717839,0.202722,-1.343776,0.568393,-0.614218,0.195948,-0.299337,0.76522,-1.618672,-0.453206,0.590767,-0.645448,-1.734509,21.0,47.0,148.0,125.0
0.269112,1.281995,-0.309281,0.202722,-0.823797,0.940248,-1.272342,-1.423739,-0.15846,0.581143,-1.091749,-0.692915,1.469246,-0.028147,-0.211249,21.0,48.0,147.0,125.0
-0.078438,1.625515,0.77738,0.202722,-0.970041,0.75432,-0.914228,0.890099,-1.486728,-0.339245,-1.226309,0.15558,0.590767,0.126178,0.473707,21.0,49.0,146.0,125.0
0.08197,-0.678217,1.930157,0.202722,-0.49881,0.01061,-0.898812,-0.208974,-0.681717,0.02891,-0.328403,0.916563,0.590767,0.434829,0.637279,21.0,50.0,145.0,125.0
-0.987418,1.234761,-0.616123,0.202722,-0.74255,-0.919028,-1.514247,0.543024,-1.506853,-0.155168,-1.362127,1.209541,-0.287712,-2.343026,0.354862,21.0,51.0,144.0,125.0
1.097888,-0.770538,0.002647,0.202722,-0.612555,0.940248,-1.118187,-0.035436,-0.661592,1.50153,-1.19487,1.46447,1.469246,-1.339912,0.354862,21.0,52.0,143.0,125.0
0.001766,-0.978797,0.326441,0.202722,-1.652514,0.940248,-1.304359,0.60087,-1.365976,0.581143,-1.487884,0.528462,-0.287712,1.437943,-1.701283,21.0,53.0,142.0,125.0
1.552377,1.649132,0.611245,0.202722,-0.905043,-0.7331,-1.041109,-0.26682,-0.198711,0.76522,-0.58872,2.434723,0.590767,0.280503,-0.120518,21.0,54.0,141.0,125.0
0.322582,0.704451,-0.082116,0.202722,1.01238,0.568393,-0.86561,0.138102,0.485548,0.397065,-1.431294,-0.407547,0.590767,-0.722611,-0.902594,21.0,55.0,140.0,125.0
0.723602,-0.034117,0.528177,0.202722,-0.710051,1.49803,0.103196,1.063637,-1.889233,0.397065,-1.653884,-0.48745,0.590767,-0.259635,-0.080903,21.0,56.0,139.0,125.0
1.124622,0.144084,0.145048,0.202722,-0.758799,0.75432,-0.866795,0.658716,-0.681717,-0.155168,-1.402369,1.544373,0.590767,1.437943,-0.370987,21.0,57.0,138.0,125.0
1.953397,1.080177,0.90622,0.202722,0.199912,0.196538,-0.241874,-0.093282,-0.681717,0.212988,-0.181267,-0.380912,-0.287712,0.049015,-0.690462,21.0,58.0,137.0,125.0
0.937479,0.339461,-0.068554,0.202722,0.037419,1.312103,-0.889326,0.138102,0.626425,0.949298,-1.022583,-0.251545,0.590767,-0.722611,0.334416,21.0,59.0,136.0,125.0
-0.292316,0.448958,-0.282157,0.202722,-0.255069,1.869885,-0.498009,0.31164,0.646551,0.76522,-1.514293,0.182215,1.469246,0.126178,-0.813141,21.0,60.0,135.0,125.0
0.536459,-1.208526,1.579238,0.202722,-2.074997,0.01061,-0.806319,0.947945,1.109432,0.397065,-0.662917,-0.289594,0.590767,-2.806002,1.750332,21.0,61.0,134.0,125.0
1.980132,0.753832,0.068762,0.202722,-1.360025,0.940248,-1.258112,1.237175,-0.983596,0.212988,-1.339491,0.300167,0.590767,-1.494237,0.147842,21.0,62.0,133.0,125.0
0.349317,0.816095,0.636674,0.202722,-1.051288,0.382465,-0.974704,0.253794,-0.339588,-0.155168,-1.632505,1.468275,1.469246,-0.568286,-0.231695,21.0,63.0,132.0,125.0
0.696867,0.197759,0.631588,0.202722,0.297408,0.75432,-1.6518,0.427332,-0.198711,0.76522,-1.308051,0.577926,-0.287712,0.434829,-1.030384,21.0,64.0,131.0,125.0
0.723602,-0.085645,0.19082,0.202722,-0.758799,0.568393,-0.757701,1.352867,-0.420089,0.949298,-1.314339,0.684463,-0.287712,-0.259635,-0.020841,21.0,65.0,130.0,125.0
0.135439,0.755979,0.285755,0.202722,0.183663,1.49803,-0.699596,1.005791,-0.359713,1.317453,-0.475539,-0.47984,-0.287712,-1.262749,-0.824642,21.0,66.0,129.0,125.0
0.242378,1.365728,1.858956,0.202722,0.589897,0.01061,-0.444648,0.947945,-0.339588,0.581143,-0.474281,0.087092,-0.287712,-1.185587,-1.435479,21.0,67.0,128.0,125.0
2.300948,-0.068469,1.314778,0.202722,-0.157573,1.126175,-1.892519,-0.787434,-0.762218,0.397065,-1.095522,0.893733,1.469246,-1.185587,-0.815697,21.0,68.0,127.0,125.0
-0.907213,0.122614,-1.156911,0.202722,0.232411,1.312103,-1.903192,0.195948,-0.299337,0.949298,-0.891795,0.83666,0.590767,1.36078,-1.354972,21.0,69.0,126.0,125.0
0.88401,-0.072763,-0.104155,0.202722,-1.441272,0.382465,-0.858495,0.485178,-0.379838,0.76522,-1.084204,-0.871746,1.469246,-1.88005,-0.369709,21.0,70.0,125.0,125.0
-0.37252,-0.257405,-0.91788,0.202722,0.427403,-0.175317,-0.621333,0.716561,-0.238961,0.949298,-0.825144,0.208849,0.590767,0.589154,-0.815697,21.0,71.0,124.0,124.0
1.873193,-0.401254,0.631588,0.202722,-0.547558,0.940248,-0.546627,0.138102,-0.621341,0.949298,-1.616157,0.680658,0.590767,-0.491123,-1.361361,21.0,72.0,123.0,123.0
0.910745,0.48331,0.685836,0.202722,-0.368815,0.568393,-1.205936,0.543024,-1.506853,1.133375,-1.860126,0.509437,-0.287712,-0.568286,0.422591,21.0,73.0,122.0,122.0
0.08197,-0.448488,0.93504,0.202722,-0.271319,0.75432,-1.039923,0.947945,-0.017583,2.053763,-0.955931,0.205044,-0.287712,1.206455,-1.14284,21.0,74.0,121.0,121.0
0.750337,1.18538,0.51292,0.202722,-1.148784,0.568393,-0.905927,1.005791,-1.466603,-0.155168,-0.88425,2.453747,0.590767,0.974967,0.343361,21.0,75.0,120.0,120.0
0.48299,0.045322,0.884182,0.202722,-1.181282,1.49803,-1.319774,0.716561,0.022667,0.02891,-1.265294,1.019295,0.590767,-1.339912,-2.016925,21.0,76.0,119.0,119.0
1.846459,0.281492,-0.051602,0.202722,0.118666,0.940248,-0.451762,-0.960972,-0.862845,0.397065,-0.690584,-0.141203,1.469246,-0.182472,-0.972879,21.0,77.0,118.0,118.0
0.162174,0.023852,0.553606,0.202722,-1.083786,0.382465,-0.227645,0.485178,0.183669,-0.339245,-0.812568,0.855684,0.590767,0.434829,-0.500055,21.0,78.0,117.0,117.0
-0.131908,0.07538,0.189125,0.202722,-0.563807,0.382465,1.066072,1.179329,-0.15846,0.397065,-0.525842,1.004076,1.469246,0.434829,0.399589,21.0,79.0,116.0,116.0
-1.361703,-0.147908,0.151829,0.202722,-0.417563,0.568393,-0.611847,0.543024,-1.164724,0.76522,-0.893053,0.14797,1.469246,-1.339912,-1.192678,21.0,80.0,115.0,115.0
1.258296,0.614277,1.128299,0.202722,-0.271319,-0.175317,-0.922528,1.757789,-0.017583,0.581143,0.341883,-0.818477,-0.287712,-1.5714,-0.957544,21.0,81.0,114.0,114.0
-0.131908,0.073233,-1.433239,0.202722,0.118666,0.75432,-1.274713,1.005791,-0.721968,0.581143,-0.1951,1.654716,-0.287712,-0.491123,0.843021,21.0,82.0,113.0,113.0
0.857275,0.350196,0.25185,0.202722,0.459902,0.940248,-0.990119,0.947945,-0.15846,0.397065,-1.135764,0.193629,-1.166191,-0.028147,-1.37414,21.0,83.0,112.0,112.0
-0.907213,0.051763,0.017904,0.202722,0.622396,-0.175317,-0.463621,0.543024,-1.225099,0.397065,-0.964734,0.391485,0.590767,-0.41396,-0.287923,21.0,84.0,111.0,111.0
2.648499,-0.907946,-0.69241,0.202722,-1.473771,0.568393,-0.937944,0.253794,-0.50059,1.50153,-0.300736,0.189824,0.590767,-0.182472,-0.848922,21.0,85.0,110.0,110.0
1.686051,0.74095,1.124909,0.202722,-0.466311,0.568393,-1.877104,0.427332,-0.822594,1.317453,-1.301764,-1.708827,-0.287712,-0.568286,-0.126907,21.0,86.0,109.0,109.0
1.097888,0.532691,-0.329624,0.202722,0.053668,0.940248,-1.13716,1.642097,-1.043972,0.212988,-0.71322,1.700375,-1.166191,-0.182472,-0.710909,21.0,87.0,108.0,108.0
-0.586397,1.531047,1.243577,0.202722,-0.677553,1.49803,-0.856123,0.138102,-1.003721,0.397065,-0.358585,0.243093,0.590767,0.434829,0.340805,21.0,88.0,107.0,107.0
-0.77354,-1.060383,1.740288,0.202722,-0.433812,0.01061,-0.364013,0.947945,-0.601216,0.581143,-0.2781,1.715594,1.469246,-0.259635,-2.19072,21.0,89.0,106.0,106.0
-0.37252,1.346405,0.039942,0.202722,-1.24628,0.568393,-0.359269,0.658716,-1.607479,0.02891,-0.573629,0.125141,-0.287712,-0.722611,-0.258531,21.0,90.0,105.0,105.0
-0.078438,1.552517,-0.23808,0.202722,-0.060077,0.01061,-0.733985,0.832253,-0.621341,0.397065,-0.164918,0.859489,0.590767,-1.339912,-0.206137,21.0,91.0,104.0,104.0
1.632581,-0.630983,0.894353,0.202722,-0.271319,0.01061,0.112682,2.799016,-0.842719,0.02891,0.260141,-1.168529,-0.287712,-1.108424,-0.487276,21.0,92.0,103.0,103.0
1.28503,0.910563,1.526685,0.202722,-1.392524,1.126175,0.32257,1.699943,-0.963471,0.76522,-0.576144,0.848074,-0.287712,-1.185587,-0.528169,21.0,93.0,102.0,102.0
0.777071,1.320641,0.824848,0.202722,-0.027579,0.75432,-0.175469,2.104865,0.183669,0.397065,-0.725796,0.326801,-0.287712,-1.648562,-0.862979,21.0,94.0,101.0,101.0
0.456255,0.028146,1.435141,0.202722,-1.018789,0.75432,0.016632,0.774407,-1.567229,0.949298,-0.730826,0.437144,0.590767,-0.954099,-0.712187,21.0,95.0,100.0,100.0
0.48299,1.178939,1.045231,0.202722,-0.466311,0.568393,-1.150203,1.873481,-0.077959,0.397065,-0.135994,0.349631,0.590767,-1.108424,-0.877036,21.0,96.0,99.0,99.0
0.108704,1.777952,0.974031,0.202722,-1.620015,-0.7331,0.174344,1.179329,-1.446477,0.397065,-0.405115,1.209541,-0.287712,-0.182472,-0.485998,21.0,97.0,98.0,98.0
-0.800275,0.064645,0.268802,0.202722,-0.515059,0.940248,-0.15531,0.890099,-0.339588,1.133375,-0.074373,0.711097,0.590767,-0.028147,-0.073235,21.0,98.0,97.0,97.0
-1.094356,-0.856418,-0.33471,0.202722,0.00492,0.568393,-0.195628,0.716561,-0.440214,1.869685,-0.312054,-0.50267,-1.166191,-1.494237,0.251352,21.0,99.0,96.0,96.0
0.830541,0.03244,-0.004134,0.202722,-0.108825,1.312103,-0.064003,1.410713,-1.023847,0.397065,-0.386251,1.087784,1.469246,-1.494237,-0.416991,21.0,100.0,95.0,95.0
-0.960683,0.962092,-0.460159,0.202722,-1.782508,-0.361245,0.537202,1.295021,-0.762218,0.02891,-0.215221,0.303972,1.469246,-0.491123,-0.411879,21.0,101.0,94.0,94.0
0.188908,-0.079204,-0.029563,0.202722,-0.222571,1.49803,-0.264405,1.295021,-2.231363,0.76522,-0.005207,0.189824,0.590767,-1.417075,-1.288521,21.0,102.0,93.0,93.0
1.418704,-0.184407,-0.171965,0.202722,-0.888794,1.126175,-0.074675,0.890099,0.324546,0.212988,-0.012752,0.486608,-0.287712,0.743479,-1.553047,21.0,103.0,92.0,92.0
0.135439,0.674393,1.255444,0.202722,-1.051288,1.49803,-0.235945,1.237175,-1.164724,0.949298,-0.595008,0.886123,0.590767,-0.259635,0.121006,21.0,104.0,91.0,91.0
0.777071,0.171995,-0.46355,0.202722,0.118666,0.382465,-0.599988,1.121483,-0.762218,-0.155168,0.124323,2.537455,-1.166191,0.820642,0.359974,21.0,105.0,90.0,90.0
0.696867,0.163407,-0.048211,0.202722,-0.287568,-0.175317,-0.001155,0.60087,-1.26535,-0.7074,-0.123419,0.992661,3.226204,-1.88005,-0.879592,21.0,106.0,89.0,89.0
0.456255,0.489751,-0.043125,0.202722,-0.125075,0.382465,-0.19207,0.485178,-0.480464,0.397065,-0.483084,2.803799,1.469246,-0.954099,-0.839977,21.0,107.0,88.0,88.0
0.349317,0.178436,0.829933,0.202722,-1.035038,-0.361245,-0.324881,0.832253,-1.426352,0.02891,0.190974,1.45686,1.469246,-1.262749,-1.399698,21.0,108.0,87.0,87.0
-0.051704,2.400582,0.96725,0.202722,-1.408773,1.312103,0.790965,0.890099,-0.92322,0.76522,-0.206418,0.478998,2.347725,-0.645448,-1.942807,21.0,109.0,86.0,86.0
-0.425989,-0.062028,2.24378,0.202722,-0.612555,-0.175317,0.473168,0.369486,-0.782343,0.212988,0.33308,0.722512,-0.287712,-0.259635,0.517156,21.0,110.0,85.0,85.0
1.525642,1.664161,1.804708,0.202722,-0.661303,0.940248,0.37356,0.774407,-1.969734,1.50153,0.150732,-0.335253,0.590767,-0.259635,0.081391,21.0,111.0,84.0,84.0
0.322582,1.911066,0.994374,0.202722,-1.165033,0.75432,0.313084,1.931327,-1.325726,1.869685,-0.031616,1.23237,0.590767,-1.417075,-0.038732,21.0,112.0,83.0,83.0
0.696867,1.148881,0.980812,0.202722,-1.571267,0.382465,-0.524097,1.005791,0.364797,0.76522,0.090369,-0.034665,0.590767,-0.799773,-1.854632,21.0,113.0,82.0,82.0
2.59503,2.394141,1.594496,0.202722,-0.417563,0.196538,0.31427,0.832253,-0.842719,0.212988,0.179656,1.559593,0.590767,-1.417075,-1.006104,21.0,114.0,81.0,81.0
-0.131908,0.114026,1.285958,0.202722,0.654894,-0.547173,0.490955,1.005791,-0.299337,1.317453,0.28152,1.662326,2.347725,-0.954099,-1.674447,21.0,115.0,80.0,80.0
1.204826,-1.107617,2.106464,0.202722,-1.278779,0.01061,0.106753,1.815635,-0.15846,1.133375,0.385898,0.733927,-0.287712,-1.031261,-1.337081,21.0,116.0,79.0,79.0
0.777071,0.635747,1.257139,0.202722,-1.148784,1.126175,-0.060446,0.890099,-1.084223,1.133375,0.883897,1.45686,-0.287712,-0.491123,0.086503,21.0,117.0,78.0,78.0
1.605846,1.453755,1.687735,0.202722,-0.515059,0.01061,-0.314209,1.179329,-0.92322,0.949298,0.599685,1.962914,2.347725,-1.648562,-0.759469,21.0,118.0,77.0,77.0
0.964214,0.457546,0.523091,0.202722,-0.141324,-0.547173,1.405213,0.774407,-0.782343,1.317453,0.236247,2.328185,0.590767,-0.568286,-0.285367,21.0,119.0,76.0,76.0
1.124622,-0.308933,1.165595,0.202722,0.313658,0.568393,0.738789,0.832253,-1.084223,0.212988,-0.425236,0.265923,0.590767,1.283618,-0.663626,21.0,120.0,75.0,75.0
-0.37252,0.695863,0.975726,-4.932264,-0.48256,0.382465,1.087417,1.179329,-1.969734,0.76522,-0.230312,0.870904,0.590767,-0.722611,-1.003548,21.0,121.0,74.0,74.0
0.456255,1.728571,1.513123,0.202722,-0.953792,0.75432,-0.474293,0.832253,-1.26535,0.397065,0.456322,1.669935,-1.166191,-0.336798,0.119728,21.0,122.0,73.0,73.0
0.910745,-0.792008,2.01153,0.202722,-0.271319,0.940248,0.334428,2.220557,-0.822594,0.397065,0.792094,1.004076,-1.166191,-0.876936,0.422591,21.0,123.0,72.0,72.0
1.124622,0.24714,1.411408,0.202722,-0.840046,0.940248,0.556175,1.352867,-1.808732,1.133375,0.969412,0.650219,-1.166191,-0.259635,0.586163,21.0,124.0,71.0,71.0
0.616663,1.715689,1.285958,0.202722,-0.23882,0.196538,1.81906,1.121483,-0.480464,0.949298,0.807185,-0.087934,0.590767,-1.262749,-1.169676,21.0,125.0,70.0,70.0
0.001766,0.893387,0.982507,0.202722,-0.092576,-0.175317,1.555811,1.295021,-0.359713,0.397065,0.848685,1.034515,1.469246,-1.339912,-0.724966,21.0,126.0,69.0,69.0
0.777071,0.509074,-0.451683,0.202722,-0.466311,0.01061,1.088602,0.427332,-1.043972,0.949298,1.179426,1.23237,0.590767,-1.031261,-0.378654,21.0,127.0,68.0,68.0
2.701968,0.348049,0.556997,0.202722,-1.441272,0.01061,1.426558,0.947945,-2.009985,0.76522,0.905275,2.012378,1.469246,0.126178,-0.764581,21.0,128.0,67.0,67.0
0.964214,1.591163,0.663798,0.202722,0.24866,1.869885,2.110769,1.237175,-0.721968,0.76522,1.90756,0.912758,0.590767,-1.108424,-1.665502,21.0,129.0,66.0,66.0
1.097888,0.277198,1.175766,0.202722,0.086167,0.01061,1.368453,0.02241,-2.291739,0.581143,1.207093,1.555788,1.469246,-1.417075,-1.090446,21.0,130.0,65.0,65.0
2.006867,-0.476399,1.202891,0.202722,-1.327527,0.568393,1.81076,1.410713,-0.218836,1.50153,1.356744,1.251395,1.469246,-1.5714,-0.751802,21.0,131.0,64.0,64.0
0.964214,0.927739,0.968945,0.202722,-1.652514,0.196538,0.49807,0.658716,-0.359713,0.949298,0.761912,-0.057495,1.469246,-1.262749,0.482652,21.0,132.0,63.0,63.0
0.429521,2.351201,1.987796,0.202722,0.736141,0.940248,1.090974,1.179329,0.103168,-0.339245,1.092654,0.608365,2.347725,-1.031261,-0.741578,21.0,133.0,62.0,62.0
0.456255,0.736656,1.291044,0.202722,0.053668,-0.175317,0.956978,0.947945,-1.64773,1.50153,1.588137,1.076369,1.469246,-2.497351,-1.199067,21.0,134.0,61.0,61.0
-0.452724,0.315844,0.304403,0.202722,-0.49881,2.055813,1.317463,0.832253,-0.963471,0.397065,1.150502,1.730814,1.469246,-1.339912,-1.421423,21.0,135.0,60.0,60.0
